student_id,nombre_estudiante,grado,asignatura,docente,nota_parcial_1,nota_parcial_2,nota_final,promedio_general,periodo_evaluacion,fecha,presente,tipo_falta,tarea_id,fecha_entrega_programada,fecha_entregada,estado_entrega,cumplimiento_tareas_porcentaje,participacion_clase,interacciones_LMS,historial_reprobacion,nota_ultima_evaluacion,asistencia_porcentaje,numero_faltas_ultimos_30_dias,situacion_familiar,situacion_socioeconomica,evaluacion_emocional
d3963a52-1699-4b55-9512-37d6b1ad8ad7,Patrick Dennis,5to,Ingles,Mark Tate,9.7,9.4,9.6,5.5,Trimestre 2,2025-03-19,0,justificada,251bf9bd-555a-4752-8bf2-dfb808813605,2025-04-22,2025-04-22,entregada a tiempo,90,4,14,1,2.7,84.4,0,tutor,t,alta
ade78385-514b-4f76-9cde-93951308d94a,Brian Moore,5to,Lenguaje,Pamela Kelly,2.6,4.2,3.4,4.3,Trimestre 1,2025-05-21,0,injustificada,de606b39-dddc-4e46-a7e4-7c6d42d19756,2025-05-30,2025-05-30,entregada a tiempo,61,1,4,2,4.5,90.2,2,padres,t,media
27fb5a08-b759-4ab7-b2cc-dd65037e288d,Stephanie Sweeney,3ro,Ciencias,Rebekah Valentine,2.6,8.3,5.5,7.4,Trimestre 1,2025-05-27,0,justificada,a9430653-32b5-45de-a94c-9676fadd69b8,2025-06-08,2025-06-08,entregada a tiempo,48,2,7,0,5.5,79.9,1,padres,t,baja
a32ebb68-cf1c-47f3-8a65-4a0100776425,Jill Fuentes,2do,Matematicas,Mark Tate,5.3,7.8,6.5,4.5,Trimestre 3,2025-05-08,0,injustificada,7c399789-562a-4c94-bbef-9b7e1d1b8835,2025-06-07,2025-06-07,no entregada,78,0,9,0,6.3,60.9,9,madre sola,t,alta
afe073c9-f521-4f5c-8a02-300a25c794c3,David Barnes,4to,Ingles,Phillip Thomas,5.6,5.0,5.3,5.1,Trimestre 2,2025-05-27,0,justificada,7cf88744-e87a-45e2-ac36-68cae1729c48,2025-06-10,2025-06-10,entregada a tiempo,84,5,12,2,1.3,98.5,8,padres,t,alta
39b34eac-b288-404e-aa42-7eb536bf67de,Ashley Stone,4to,Ciencias,Crystal Robinson,8.7,9.8,9.2,5.1,Trimestre 2,2025-05-21,1,,87607217-2dc9-4b8b-91fe-8be423d5301e,2025-04-23,2025-04-23,tarde,88,1,6,2,8.8,73.1,9,tutor,t,baja
19f33562-e9ca-4c4a-90f6-8c32b94d8ea6,John Perez,3ro,Lenguaje,Rebekah Valentine,1.5,8.3,4.9,5.2,Trimestre 1,2025-05-11,1,,5b518e6f-d73a-43ac-b00b-509e5d469fbd,2025-04-16,2025-04-16,tarde,96,5,8,3,6.6,69.4,0,madre sola,t,alta
2150c1d7-7121-4cdc-9c1f-e57a60bea4e3,Laura Torres,5to,Ingles,Phillip Thomas,2.3,5.1,3.7,4.4,Trimestre 2,2025-03-24,0,justificada,e880bedb-f904-49a2-9b37-56d146c6043e,2025-06-11,2025-06-11,no entregada,52,1,13,3,5.6,71.6,3,padre solo,t,media
fcc9f1f0-1398-4050-aae5-4e1368024614,Brandon Mathews,3ro,Ingles,Pamela Kelly,4.2,2.5,3.4,10.0,Trimestre 1,2025-04-01,1,,355750ca-433b-4fd2-8fb5-be5ee8b09762,2025-04-20,2025-05-20,entregada a tiempo,42,2,9,1,9.4,87.3,6,tutor,t,media
0426f13a-0691-4e2a-a6cd-70d9fbbac03b,Abigail Cameron,5to,Lenguaje,Amy Leblanc,7.3,4.2,5.8,8.6,Trimestre 1,2025-03-22,0,justificada,06e35ff3-1f65-4262-ba4f-3f97c9a42300,2025-04-29,2025-04-29,tarde,50,1,18,1,2.1,77.4,3,padres,t,media
86ca1102-4e14-430b-b6e5-11f8f8e8c0af,Michael Garcia,5to,Ciencias,Evelyn Smith,5.3,3.4,4.3,6.9,Trimestre 2,2025-05-05,0,justificada,5d63a3b7-02cf-47dd-8864-ea8f4ad9562e,2025-05-13,2025-06-12,entregada a tiempo,68,3,13,2,6.0,80.3,7,madre sola,t,alta
fa92f46d-00e1-40d1-a70f-9637108e4d9b,Kristina Esparza,2do,Ingles,Amy Leblanc,9.0,5.9,7.5,9.7,Trimestre 3,2025-06-02,0,justificada,642153a1-fcb0-4ab1-bcdc-5928c604a7c5,2025-05-22,2025-05-22,entregada a tiempo,44,2,5,2,1.2,80.3,5,tutor,t,baja
e3bc5b78-6c67-48c8-a16b-c7bf861a1801,Amanda Brown,2do,Historia,Rebekah Valentine,4.1,7.5,5.8,9.5,Trimestre 1,2025-05-20,1,,14eb4bac-4ad8-4590-8d32-a1306c6658b2,2025-06-04,2025-06-04,tarde,60,5,15,3,2.1,80.9,5,tutor,t,alta
ae7ebd51-1fd7-42d5-9969-6937103b3ba1,Daniel Sanchez,4to,Ciencias,Amy Leblanc,2.3,6.2,4.2,6.8,Trimestre 1,2025-03-24,1,,5ff8de76-bad5-4c25-9b31-b5c55cace27f,2025-04-27,2025-04-27,entregada a tiempo,56,4,17,3,3.0,64.2,1,padres,t,alta
b8636b22-8450-4765-93f4-4c234423e697,Michael Cortez,2do,Ingles,Mark Tate,2.6,7.0,4.8,7.3,Trimestre 2,2025-05-20,1,,09cb9833-7bb8-45ae-a53e-509ea98982f3,2025-04-25,2025-04-25,tarde,47,3,16,0,2.3,68.6,9,padre solo,t,alta
4c0288c6-0a0b-4f18-bf14-53486d560eaa,Kimberly Williams,3ro,Historia,Evelyn Smith,1.3,3.3,2.3,7.0,Trimestre 2,2025-06-01,1,,473da8f3-2439-4c5c-969f-106eef320332,2025-04-28,2025-04-28,entregada a tiempo,65,2,2,1,8.9,71.5,10,padre solo,t,baja
91600a8a-3cd5-47bf-9f16-22f30f6a109d,Daniel Roberts,5to,Lenguaje,Christopher Moses,2.2,10.0,6.1,9.0,Trimestre 2,2025-04-25,1,,f22d6249-c3f1-484b-b897-0dd9500edfd7,2025-05-21,2025-05-21,entregada a tiempo,45,4,19,1,9.9,82.5,7,tutor,t,media
38552830-0b15-4980-a98b-c40d28b7e7d1,David Wilson,5to,Ciencias,Crystal Robinson,6.6,7.8,7.2,4.7,Trimestre 3,2025-06-09,1,,9851c48e-b58e-40e0-8983-9ec5f5156888,2025-04-21,2025-04-21,no entregada,53,3,3,1,3.3,84.8,7,madre sola,t,baja
a128f352-1d9f-48ae-b415-fe2f109874d8,Cody Wilson,4to,Ciencias,Christopher Moses,5.8,6.2,6.0,6.8,Trimestre 2,2025-04-21,0,injustificada,4fed07bf-159b-4941-b178-e23b882f8636,2025-05-22,2025-05-22,entregada a tiempo,70,0,0,3,9.5,97.4,7,madre sola,t,alta
bbf9d25a-4ec5-474c-b7c8-684f6950cd59,Sharon Hernandez,3ro,Ciencias,Rebekah Valentine,3.1,9.0,6.0,5.4,Trimestre 2,2025-04-03,1,,a790a473-75e0-4551-b3cb-ba5d715b5892,2025-05-03,2025-05-18,entregada a tiempo,53,5,5,0,1.8,63.5,1,padres,t,alta
6ef782ca-d47f-40c8-ad01-0e45ea8c5b40,Garrett Lewis,3ro,Historia,Christopher Moses,7.3,7.9,7.6,5.0,Trimestre 2,2025-04-04,1,,0e4a8226-768d-4843-afef-43eaeca567f5,2025-05-24,2025-05-24,tarde,76,5,6,0,5.7,82.9,3,madre sola,t,media
01ff4e19-57c6-4b30-b048-60f75747f091,Shaun Robertson,1ro,Historia,Amy Leblanc,3.3,6.7,5.0,9.6,Trimestre 2,2025-04-05,1,,418a9434-5894-4384-b9ba-38ff11a126f0,2025-06-05,2025-06-05,entregada a tiempo,60,4,15,3,7.6,98.0,1,madre sola,t,media
52fa524d-09e0-4527-bdb8-9cd27e1ad705,Jonathon Diaz,2do,Historia,Evelyn Smith,7.3,6.3,6.8,6.9,Trimestre 3,2025-06-02,1,,16537bc0-73a8-42fb-bce7-38ba53adfb00,2025-06-08,2025-06-08,entregada a tiempo,78,0,12,3,9.5,94.4,1,padre solo,t,media
608a6b00-1830-4830-a0b9-6496433b05ed,Ryan Ward,2do,Historia,Brian English Jr.,7.9,8.7,8.3,6.5,Trimestre 3,2025-05-06,1,,eb5da466-cad6-4852-840f-528c1e65f1c0,2025-06-01,2025-06-04,entregada a tiempo,76,3,5,3,5.8,74.9,5,padre solo,t,alta
25ab30c3-654e-4caf-a074-fd0cefd97536,Rachel Moore,2do,Lenguaje,Evelyn Smith,4.2,10.0,7.1,7.7,Trimestre 1,2025-05-05,1,,c0d99292-e7c1-45b1-b0bb-d514e914dd79,2025-05-01,2025-05-01,entregada a tiempo,59,3,15,2,8.6,90.8,10,padre solo,t,baja
ab01b168-97e0-4db2-a48d-a3e85699c8ec,Raymond Kennedy,2do,Historia,Crystal Robinson,2.8,2.6,2.7,4.9,Trimestre 2,2025-04-21,1,,c438ced7-5ce2-4e29-8b1f-50e8f2ed8c70,2025-05-22,2025-05-22,entregada a tiempo,51,2,10,1,9.2,90.2,9,padres,t,baja
773ec31e-0772-4a46-a962-f8818255c039,Amanda Meyer,5to,Ingles,Christopher Moses,6.8,7.8,7.3,6.1,Trimestre 3,2025-06-10,0,injustificada,2b685cd3-c425-4860-991f-bd9181ec2a89,2025-05-29,2025-06-05,entregada a tiempo,61,1,9,1,1.3,97.8,8,madre sola,t,baja
93d12a88-d06f-43ab-93a4-d9d8de9d48a6,Justin Jackson,5to,Historia,Mark Tate,9.2,5.7,7.4,5.2,Trimestre 1,2025-06-08,1,,5b3c48f3-19fd-4e3b-b2bf-0c524c14ac34,2025-05-21,2025-05-21,entregada a tiempo,74,4,10,0,6.5,89.2,0,tutor,t,baja
90266f7e-4d3f-4da9-bd99-c9f8f394193b,Tyler Bender,1ro,Ciencias,Mark Tate,8.6,4.0,6.3,9.9,Trimestre 1,2025-03-29,0,injustificada,efe34172-f9d6-4137-9306-3d7d92f32fd8,2025-04-16,2025-04-16,entregada a tiempo,42,2,1,1,3.5,95.7,6,padre solo,t,alta
f28c0853-ee5c-476e-9193-e08a0b4a038f,Adrian Allison,1ro,Lenguaje,Amy Leblanc,1.4,4.8,3.1,4.5,Trimestre 3,2025-04-15,1,,2c41d2ce-ce83-4e7a-99f8-f10bce3d29ad,2025-05-25,2025-05-29,entregada a tiempo,85,0,13,1,6.9,65.5,3,tutor,t,baja
5ca221fa-738c-474e-87b1-6d5bcee879cd,Heather Harding,4to,Historia,Brian English Jr.,5.1,3.1,4.1,4.2,Trimestre 2,2025-04-13,0,injustificada,62c76272-1ddb-4560-b9a3-95c223e2ce43,2025-04-30,2025-04-30,entregada a tiempo,55,1,0,3,7.4,86.2,2,madre sola,t,alta
7364e9a0-a6ba-4e42-8fb0-090813f10066,Felicia Freeman,1ro,Matematicas,Amy Leblanc,4.1,5.0,4.5,9.1,Trimestre 2,2025-03-28,1,,dcbc8379-e6ad-4339-ab4a-db5a682c67e6,2025-05-03,2025-05-03,tarde,45,3,0,1,9.6,99.5,10,tutor,t,baja
472a68d2-ff04-43f3-8898-6faa92604e7b,Jeffery Hess,4to,Matematicas,Evelyn Smith,5.5,6.4,6.0,4.4,Trimestre 2,2025-05-25,0,justificada,c4858486-a4b3-4c03-b74e-9bb79ef6bc24,2025-04-25,2025-04-25,entregada a tiempo,62,1,0,1,1.1,77.3,3,tutor,t,alta
f9d4fcad-fa7b-4e36-a0f9-5c2231164bf0,Ebony Francis,2do,Matematicas,Amy Leblanc,3.9,1.3,2.6,9.7,Trimestre 1,2025-03-29,1,,91ab9df5-7de6-444b-9b04-18eeb318821f,2025-06-09,2025-06-10,entregada a tiempo,57,4,7,2,4.8,98.0,5,madre sola,t,baja
e60a209d-22cf-4944-92b7-3f32f5efcedc,Sheryl Hoffman,4to,Historia,Crystal Robinson,1.7,8.5,5.1,7.1,Trimestre 3,2025-04-01,1,,7fdc65a9-7f51-441f-8110-14faaa27495a,2025-06-10,2025-06-11,tarde,51,4,17,1,3.0,98.1,8,padres,t,media
4ef5f12b-32a6-4eee-859b-9765e2d0e363,Gary Schwartz,2do,Ciencias,Pamela Kelly,7.5,6.7,7.1,6.5,Trimestre 1,2025-05-31,0,justificada,a3e0a0f6-3a85-4152-87f1-81518ca238e0,2025-04-18,2025-04-18,tarde,67,0,13,1,4.7,86.2,10,tutor,t,alta
026f4840-790f-4f5d-9655-bddd803633e9,Lisa Kemp,3ro,Lenguaje,Mark Tate,6.1,2.6,4.3,6.0,Trimestre 1,2025-05-24,0,injustificada,2a36b4be-166d-49d8-ba1b-20b42d21bf15,2025-05-03,2025-05-03,entregada a tiempo,100,1,15,3,1.1,60.4,2,padres,t,alta
d5606e87-b285-45d9-a029-aa836b259706,Jessica Davidson,4to,Lenguaje,Pamela Kelly,2.9,2.3,2.6,8.0,Trimestre 3,2025-04-16,0,injustificada,f6f2e0a8-f7cd-4d44-8a36-c83e59173e9e,2025-05-03,2025-05-03,entregada a tiempo,60,0,10,2,8.2,77.9,4,tutor,t,media
6df34f25-73c9-4627-860d-d29c859b1d9f,Charlotte Wells,4to,Ingles,Crystal Robinson,5.9,3.5,4.7,7.9,Trimestre 3,2025-04-22,0,injustificada,23dec495-9cd0-440f-ac37-311f30e159a0,2025-05-14,2025-05-17,entregada a tiempo,43,2,6,0,6.3,70.2,0,padre solo,t,alta
19fd62cf-11d2-421a-ba6b-cefc2d95cffd,Catherine Schultz,2do,Historia,Christopher Moses,5.2,5.5,5.3,7.7,Trimestre 2,2025-04-20,0,justificada,fe964877-0a56-4023-a55b-cd79ee192f10,2025-05-03,2025-05-03,entregada a tiempo,47,0,18,2,7.2,83.3,5,padres,t,baja
b338ecf5-e3b3-430f-9e49-79001d0c61b6,Sarah Garcia,3ro,Lenguaje,Ryan Clarke,1.1,7.1,4.1,6.0,Trimestre 2,2025-04-26,0,justificada,a69da3a8-574a-43c5-ac9c-b91d708e4d58,2025-04-13,2025-06-09,no entregada,60,0,11,1,6.2,83.5,5,padre solo,t,alta
94fc8d3d-f29a-4d5f-b13c-ea34587e730d,Gary Murray,5to,Lenguaje,Evelyn Smith,8.7,7.8,8.2,4.8,Trimestre 3,2025-05-02,1,,e520ecf3-c6c9-437f-9555-5a056f25e592,2025-05-16,2025-05-16,entregada a tiempo,98,0,1,0,9.2,81.9,4,padre solo,t,baja
09399a82-361d-4698-8ee9-d7147f0397c4,Faith Anthony,1ro,Historia,Pamela Kelly,2.9,1.5,2.2,5.3,Trimestre 2,2025-05-01,0,injustificada,62b9b9dc-fd9d-46ab-9f5b-d178f1bd1392,2025-05-03,2025-05-03,tarde,60,5,10,1,2.2,91.9,10,madre sola,t,media
d101c501-d93d-412d-821b-ef651c2aa412,Daniel Haney,1ro,Historia,Amy Leblanc,1.8,5.4,3.6,7.0,Trimestre 2,2025-05-12,0,injustificada,1a107117-065e-4b1f-abef-3798e52e29a8,2025-05-30,2025-06-15,tarde,92,5,12,0,1.5,66.8,4,padres,t,alta
fc95d678-26fb-45ab-ae48-7f6c6dd697f5,Daniel Daniel,3ro,Matematicas,Crystal Robinson,9.6,2.5,6.0,6.0,Trimestre 2,2025-04-01,0,justificada,b27c2e53-1590-4857-af34-437c0eaae7b6,2025-04-24,2025-06-14,entregada a tiempo,96,3,7,3,5.7,92.8,4,padre solo,t,media
9855819e-f578-4710-b0f7-cd4d10730495,Gabriella Leonard,1ro,Lenguaje,Mark Tate,3.7,3.6,3.7,8.8,Trimestre 2,2025-05-16,0,justificada,9cf5b804-798c-4f06-861e-11fe977b155c,2025-06-07,2025-06-16,no entregada,68,2,13,2,7.3,67.1,8,tutor,t,alta
5f8b9ee1-50b3-40a2-9f35-e52eda66d018,Patricia Clarke,3ro,Ciencias,Ryan Clarke,2.8,8.2,5.5,6.5,Trimestre 2,2025-03-31,1,,f8c9a4b3-f5f1-46f9-b800-12469c4007a2,2025-05-10,2025-05-10,no entregada,64,5,5,2,4.7,89.8,3,tutor,t,baja
678a4c3a-4067-4fce-836d-c3c9d1a3bf8c,Marissa Jackson,4to,Lenguaje,Rebekah Valentine,2.8,7.8,5.3,6.7,Trimestre 2,2025-04-02,0,justificada,ed59623e-d150-4163-b6b0-7c523fea105e,2025-05-15,2025-05-15,entregada a tiempo,87,0,15,1,7.4,67.6,9,madre sola,t,alta
f490e717-c0b6-4e9b-a200-bec445c63a7e,Nicole Terry,2do,Historia,Rebekah Valentine,2.3,3.5,2.9,5.4,Trimestre 2,2025-03-21,0,injustificada,3b84a82d-2826-4738-8c56-db576f3df91f,2025-06-08,2025-06-08,entregada a tiempo,45,4,16,3,2.7,69.8,10,padre solo,t,baja
ff4bc3d7-59a5-497b-88d7-142a88d3b1b6,Dennis Howard,4to,Historia,Mark Tate,5.8,2.5,4.2,4.7,Trimestre 1,2025-05-10,0,justificada,a3483004-98ef-4b3c-9d2b-e817e5c6bd37,2025-05-07,2025-05-07,entregada a tiempo,98,2,3,0,5.7,72.0,0,madre sola,t,baja
71d0d8a0-4889-41b8-a033-0d816148af51,Jasmine Wilson,2do,Ciencias,Mark Tate,7.9,5.5,6.7,8.0,Trimestre 1,2025-05-23,0,injustificada,14f2ed57-6b98-49f8-85de-46a5680e8ada,2025-04-29,2025-05-23,no entregada,62,3,10,1,3.1,69.9,9,padre solo,t,baja
45818c13-1a22-41f0-82e6-eab37588fb22,Justin Roy,3ro,Matematicas,Mark Tate,3.7,5.5,4.6,5.6,Trimestre 1,2025-04-19,1,,0a11c2d9-1638-4260-ad12-b1526baeafca,2025-05-22,2025-05-22,entregada a tiempo,50,3,10,3,8.6,95.8,8,madre sola,t,media
56dbddd9-d0a6-455a-b02a-5afd3a04fe80,Alisha Lawrence,2do,Matematicas,Crystal Robinson,7.5,8.7,8.1,5.7,Trimestre 2,2025-06-01,0,justificada,e8d3dff5-d446-4a7d-81a8-7710d2768f84,2025-05-11,2025-05-11,entregada a tiempo,79,2,20,1,6.3,79.5,2,padre solo,t,baja
f1999450-3bad-4b4f-9002-368f59ae1b71,Samantha Mitchell,3ro,Historia,Mark Tate,4.6,9.7,7.1,4.5,Trimestre 1,2025-03-28,0,injustificada,ef4dcc0e-1454-4e9c-ad1c-1b4ff43e4fd3,2025-05-13,2025-05-13,entregada a tiempo,76,4,11,1,6.9,69.2,10,padre solo,t,alta
43610a93-8e67-4597-b7b5-e6c44176faf7,Sean Thompson,3ro,Ingles,Ryan Clarke,3.6,5.8,4.7,7.9,Trimestre 2,2025-06-05,0,justificada,675c9bb0-57ee-4757-911a-82b44c4e3059,2025-04-24,2025-04-24,entregada a tiempo,79,3,13,2,7.4,85.9,7,madre sola,t,alta
511a9e05-3b9b-476c-9443-ac28bbdcc68d,Rebecca Morales,5to,Historia,Mark Tate,8.2,3.3,5.8,4.6,Trimestre 1,2025-05-05,0,injustificada,b58e63da-4153-40f1-9e33-b9f5bbd6ad28,2025-04-28,2025-05-09,no entregada,54,4,5,1,9.8,90.2,3,madre sola,t,baja
db1722dc-e2e1-48ca-8983-608be4f269f7,Lori Scott,3ro,Matematicas,Ryan Clarke,6.8,7.9,7.3,6.3,Trimestre 3,2025-03-18,1,,b52c051c-569b-409c-85ac-ceb0f718a105,2025-05-27,2025-06-11,entregada a tiempo,57,2,10,3,5.8,81.0,4,tutor,t,media
bf578264-44bf-4121-815e-1f94d8fc5f6e,Debra Morris,1ro,Lenguaje,Mark Tate,7.9,3.4,5.7,6.1,Trimestre 1,2025-05-08,1,,00bb10e4-3c33-44c1-ba3e-ef5e192dc2cc,2025-05-21,2025-05-21,entregada a tiempo,70,1,12,1,8.6,72.9,8,madre sola,t,alta
f6c8fe6c-a3be-493f-bc41-262ff7b1e496,Chase Wilson,3ro,Ciencias,Rebekah Valentine,5.4,4.7,5.1,9.5,Trimestre 2,2025-06-09,1,,4a1ceace-130d-43ca-9e24-8f0a5c0bcd49,2025-05-24,2025-05-24,tarde,45,0,14,3,1.3,99.8,9,tutor,t,alta
aa2158a3-7392-4f4b-b5e0-a27a32e7c3ae,Michelle Chung,4to,Matematicas,Crystal Robinson,4.1,7.9,6.0,5.5,Trimestre 3,2025-04-25,1,,d00e5d36-3151-4e1f-b9bf-9ca9a926b2d6,2025-05-29,2025-05-29,entregada a tiempo,54,5,6,1,1.6,61.4,3,padres,t,alta
97431569-2489-4a0d-a77f-b327f837cf06,Ana Mendez,4to,Matematicas,Crystal Robinson,1.5,3.2,2.4,4.0,Trimestre 3,2025-03-23,1,,edca7e32-9232-45e7-8c91-ecf4487b0e60,2025-05-20,2025-05-20,no entregada,53,2,17,1,4.7,71.5,5,madre sola,t,media
78e7f209-b02d-44a2-907c-23437a7af4e8,Christopher Stevens,2do,Matematicas,Rebekah Valentine,9.2,3.7,6.4,4.4,Trimestre 2,2025-05-16,1,,142a2930-c8ac-454c-8801-2228871fdbf0,2025-06-07,2025-06-07,entregada a tiempo,43,3,7,3,8.6,73.6,10,padres,t,alta
dfaff028-6715-4855-9d18-87cda68893b8,Shirley Daugherty,5to,Matematicas,Ryan Clarke,5.1,8.3,6.7,7.2,Trimestre 3,2025-03-16,0,injustificada,d6132400-5274-4611-8f7e-082c7c840aa5,2025-05-26,2025-06-05,entregada a tiempo,42,0,7,1,2.2,92.1,7,madre sola,t,baja
e440a27a-dc2c-4679-97d1-bde35c7ea44d,Nicholas Lutz,1ro,Ingles,Rebekah Valentine,2.1,9.1,5.6,6.8,Trimestre 2,2025-03-17,1,,d9dff7b1-78f8-461e-b6d9-c647d42cdc36,2025-04-13,2025-04-13,entregada a tiempo,57,5,6,1,2.1,97.5,0,padres,t,alta
b1162065-4432-4cef-8927-c472b9140815,Marcia Hopkins,1ro,Ingles,Christopher Moses,6.7,3.7,5.2,4.5,Trimestre 1,2025-03-28,0,justificada,86d74bef-051c-4673-bdbc-faf72bb67bac,2025-05-08,2025-05-08,tarde,70,0,16,0,7.4,87.2,3,madre sola,t,media
b2111327-11de-4432-82cb-2bc178f188ed,Cody Sanchez,2do,Ingles,Rebekah Valentine,1.9,4.4,3.2,9.8,Trimestre 1,2025-04-25,0,injustificada,2254d554-d95e-4712-90a4-0f15dd37f98c,2025-04-24,2025-04-24,entregada a tiempo,88,3,7,1,9.2,76.2,6,madre sola,t,baja
5386d243-ef6c-4337-8612-b11205a5d2e7,Jordan Skinner,1ro,Lenguaje,Crystal Robinson,3.2,7.5,5.3,8.4,Trimestre 3,2025-05-04,0,justificada,1ed73a88-9948-489e-a466-bc658755d801,2025-04-18,2025-05-26,entregada a tiempo,92,0,2,0,7.9,67.2,9,madre sola,t,alta
700c947f-9452-4cb9-a580-8f639b88dabf,Thomas Chang,4to,Ingles,Rebekah Valentine,2.4,7.6,5.0,5.0,Trimestre 2,2025-03-28,1,,fd856a80-a4c5-45bd-85e2-57743ddbafe9,2025-04-17,2025-04-17,entregada a tiempo,51,0,0,2,6.4,97.0,2,tutor,t,baja
57d83040-1d04-4b5c-b56c-3cf467fe7dc3,Donald Nixon,4to,Lenguaje,Evelyn Smith,3.8,2.1,3.0,6.1,Trimestre 1,2025-04-29,0,injustificada,a292f53e-ec65-47de-87ad-694dfca00794,2025-05-25,2025-05-25,entregada a tiempo,96,2,11,1,7.6,80.5,4,madre sola,t,baja
6dbb91b4-7a66-496d-b2bb-add1f8d22201,Michael Wilkerson,2do,Matematicas,Phillip Thomas,1.3,5.5,3.4,6.1,Trimestre 2,2025-04-21,1,,b9e25d19-d8a4-42dc-b86b-c1aa358b78b7,2025-05-26,2025-05-26,entregada a tiempo,59,0,15,3,8.7,75.7,4,padre solo,t,baja
13605108-cca2-47fd-91e6-225e50b98c5b,Christina Singleton,1ro,Ciencias,Phillip Thomas,1.5,3.8,2.6,4.9,Trimestre 3,2025-03-27,1,,4dd360f1-18e1-4e70-b4ba-297885055d27,2025-05-09,2025-05-09,no entregada,85,3,16,0,8.4,98.6,8,padres,t,alta
83715e7d-4cc7-4a30-8707-e98ccfe997ff,Donna Smith,2do,Historia,Pamela Kelly,6.3,1.4,3.8,7.8,Trimestre 3,2025-03-30,0,injustificada,8a79c9ef-3e7c-436a-992b-fde3815e1c04,2025-04-24,2025-04-24,entregada a tiempo,68,2,11,1,6.5,85.7,1,madre sola,t,baja
2a4fb873-621f-4863-aa65-b2489988715e,Amanda Wallace,1ro,Ciencias,Rebekah Valentine,9.8,2.5,6.2,6.6,Trimestre 3,2025-04-08,1,,719a603d-abfc-4d0f-8d0b-f1a4afe9518c,2025-06-05,2025-06-05,entregada a tiempo,56,0,6,2,4.9,65.4,5,padre solo,t,baja
a9d749f5-eb76-4f14-bb08-ab7edb0c3928,Felicia Gardner,5to,Ingles,Mark Tate,5.6,1.4,3.5,5.5,Trimestre 2,2025-06-02,0,justificada,2ea870bb-44dd-4cc8-8a4d-a24ce5e9e61d,2025-05-31,2025-05-31,entregada a tiempo,56,0,9,3,4.7,74.9,8,madre sola,t,baja
d3b51514-c49d-4bab-a6ea-a0fe24f01c4c,Dawn Garner,2do,Lenguaje,Crystal Robinson,7.0,2.5,4.8,6.0,Trimestre 2,2025-05-29,1,,f2fb985c-297f-4626-918e-66dba7734cbf,2025-05-28,2025-05-28,entregada a tiempo,42,2,15,2,3.9,93.0,1,padre solo,t,baja
05216e42-c9a7-4312-8748-af636bdaf8e4,Michaela Wood,2do,Historia,Rebekah Valentine,1.1,8.8,5.0,7.1,Trimestre 2,2025-05-28,1,,aa93983a-0757-4c85-b044-72561973607e,2025-05-25,2025-05-25,entregada a tiempo,66,1,8,2,4.6,81.4,9,madre sola,t,baja
06cd349d-a026-430e-9fd7-f8bfa28c70fb,Anthony Poole,4to,Lenguaje,Mark Tate,4.1,3.1,3.6,7.4,Trimestre 1,2025-05-05,0,injustificada,8aa8f654-6cd4-4573-8778-c7f8376f9009,2025-06-10,2025-06-16,entregada a tiempo,55,0,19,1,7.3,76.9,5,padres,t,media
42be52ca-6088-4967-85c5-717f6398340c,Elizabeth Howe,4to,Lenguaje,Evelyn Smith,1.3,2.5,1.9,9.2,Trimestre 1,2025-03-14,1,,f30f1f25-854a-4e65-8dcb-74088b02afd4,2025-05-26,2025-05-30,entregada a tiempo,53,0,13,1,1.7,74.3,2,padres,t,baja
110007f5-b37d-45fb-9fdb-ec03d924b694,Daniel Herring,2do,Historia,Evelyn Smith,3.9,2.6,3.2,7.4,Trimestre 2,2025-03-20,0,justificada,abac6fe9-1a4d-4746-8d3f-26cdade6dbc6,2025-05-15,2025-05-15,entregada a tiempo,65,2,14,2,3.5,60.9,8,padre solo,t,alta
45d13d57-b0e5-4f4a-8102-1d5634d755d4,Anthony Romero,1ro,Historia,Brian English Jr.,5.4,8.1,6.8,4.5,Trimestre 2,2025-04-02,1,,55686d17-a950-4cb7-b2d3-17f127dfb273,2025-05-25,2025-05-25,no entregada,60,2,20,1,3.6,77.1,3,madre sola,t,baja
bb0b04a9-c451-49c1-8283-2245bbf4678d,Raymond Faulkner,1ro,Lenguaje,Mark Tate,2.4,8.7,5.5,8.7,Trimestre 3,2025-04-06,1,,f9f0a792-c5d0-4cd2-b6e9-bdf503b6a3a9,2025-05-13,2025-05-13,entregada a tiempo,79,2,18,1,2.0,92.5,1,tutor,t,baja
b13d3fd9-6990-4d5c-99d8-cf1f7b3001ee,Jeremy Chung,2do,Historia,Mark Tate,7.4,9.2,8.3,4.2,Trimestre 2,2025-05-04,0,justificada,1dbe4ae9-ce9c-4510-9c38-46abde3f791d,2025-04-22,2025-04-22,entregada a tiempo,54,5,14,3,1.8,76.4,0,madre sola,t,baja
3180e86d-796f-401a-b038-c92b0189b9d1,Elizabeth Levy,2do,Ciencias,Brian English Jr.,9.4,6.2,7.8,10.0,Trimestre 1,2025-03-26,0,justificada,18a6bf18-7932-4adf-bf88-4d310884f71d,2025-05-03,2025-05-03,no entregada,54,1,2,3,3.6,66.7,8,padre solo,t,alta
